Order ID,Product Name,Discount,Sales,Profit,Quantity,Category,Sub-Category
BN-2011-5791319,"Motorola Audio Dock, VoIP",0.4,$729.00,-$134.00,7,Technology,Phones
BN-2011-2329209,"SAFCO Steel Folding Chair, Red",0.1,$231.00,$95.00,3,Furniture,Chairs
BN-2011-2329209,"Stockwell Thumb Tacks, Bulk Pack",0,$66.00,$16.00,5,Office Supplies,Fasteners
AZ-2011-7981755,"Boston Highlighters, Blue",0,$94.00,$24.00,5,Office Supplies,Art
AZ-2011-6256805,"Wilson Jones Binder Covers, Durable",0,$51.00,$23.00,4,Office Supplies,Binders
AZ-2011-6256805,"Elite Box Cutter, Steel",0,$69.00,$27.00,2,Office Supplies,Supplies
AZ-2011-7225915,"Bush 3-Shelf Cabinet, Metal",0,$143.00,$41.00,1,Furniture,Bookcases
AZ-2011-7962115,"Avery Removable Labels, Adjustable",0,$43.00,$20.00,5,Office Supplies,Labels
AZ-2011-7962115,"Konica Calculator, Red",0,$98.00,$38.00,2,Technology,Machines
AZ-2011-4495779,"Rogers File Cart, Single Width",0,$426.00,$68.00,3,Office Supplies,Storage
BN-2011-191610,"Smead Trays, Blue",0.6,$58.00,-$68.00,3,Office Supplies,Storage
BN-2011-191610,"Acme Ruler, High Speed",0.5,$25.00,-$23.00,3,Office Supplies,Supplies
AZ-2011-1967754,"Boston Markers, Blue",0,$132.00,$54.00,5,Office Supplies,Art
AZ-2011-1967754,"Logitech Numeric Keypad, USB",0,$93.00,$40.00,2,Technology,Accessories
AZ-2011-3378761,"Dania Floating Shelf Set, Pine",0.1,$307.00,$82.00,2,Furniture,Bookcases
AZ-2011-3378761,"Rubbermaid Photo Frame, Duo Pack",0,$155.00,$56.00,3,Furniture,Furnishings
AZ-2011-3378761,"Cardinal Binding Machine, Recycled",0,$100.00,$21.00,2,Office Supplies,Binders
AZ-2011-3378761,"Ibico 3-Hole Punch, Durable",0,$64.00,$24.00,2,Office Supplies,Binders
AZ-2011-3378761,"Wilson Jones 3-Hole Punch, Durable",0,$118.00,$25.00,4,Office Supplies,Binders
AZ-2011-3378761,"Konica Phone, Red",0,$583.00,$245.00,7,Technology,Machines
AZ-2011-3378761,"Cisco Signal Booster, Cordless",0,$773.00,$46.00,5,Technology,Phones
AZ-2011-2690707,"Avery 3-Hole Punch, Recycled",0,$56.00,$0.00,2,Office Supplies,Binders
AZ-2011-2690707,"Ames Manila Envelope, Recycled",0,$47.00,$18.00,2,Office Supplies,Envelopes
AZ-2011-2986519,"Canon Fax and Copier, Color",0,$964.00,$231.00,5,Technology,Copiers
AZ-2011-2986519,"Epson Receipt Printer, Wireless",0,$351.00,$84.00,3,Technology,Machines
BN-2011-452629,"Binney & Smith Highlighters, Easy-Erase",0.5,$25.00,-$7.00,3,Office Supplies,Art
AZ-2011-6402982,"Belkin Router, USB",0,"$1,295.00",$609.00,5,Technology,Accessories
AZ-2011-5348577,"Logitech Mouse, Erganomic",0,$54.00,$12.00,2,Technology,Accessories
AZ-2011-5348577,"StarTech Inkjet, White",0.4,$538.00,$36.00,3,Technology,Machines
AZ-2011-5348577,"Samsung Office Telephone, Full Size",0.4,$120.00,-$22.00,3,Technology,Phones
BN-2011-7580951,"Hoover Stove, White",0.1,"$2,040.00",-$113.00,4,Office Supplies,Appliances
AZ-2011-3963408,"Deflect-O Clock, Black",0,$151.00,$5.00,3,Furniture,Furnishings
BN-2011-8382355,"Eldon Shelving, Wire Frame",0.5,$47.00,-$40.00,2,Office Supplies,Storage
AZ-2011-9147201,"Stanley Pens, Easy-Erase",0,$52.00,$23.00,5,Office Supplies,Art
BN-2011-1148567,"Binney & Smith Highlighters, Fluorescent",0.5,$18.00,-$15.00,2,Office Supplies,Art
BN-2011-1148567,"Sanford Pencil Sharpener, Easy-Erase",0.5,$122.00,$0.00,9,Office Supplies,Art
BN-2011-1148567,"Accos Clamps, Assorted Sizes",0.5,$17.00,-$7.00,2,Office Supplies,Fasteners
BN-2011-1148567,"Advantus Staples, Bulk Pack",0.5,$27.00,-$6.00,5,Office Supplies,Fasteners
BN-2011-1148567,"Avery Shipping Labels, 5000 Label Set",0.5,$24.00,-$6.00,4,Office Supplies,Labels
BN-2011-1148567,"Fellowes Lockers, Single Width",0.5,$104.00,-$68.00,1,Office Supplies,Storage
AZ-2011-8345224,"Kleencut Letter Opener, Easy Grip",0,$244.00,$68.00,9,Office Supplies,Supplies
AZ-2011-1661180,"Eaton Cards & Envelopes, Premium",0,$136.00,$41.00,3,Office Supplies,Paper
BN-2011-1148567,"Apple Signal Booster, Full Size",0.5,$414.00,-$373.00,6,Technology,Phones
BN-2011-315660,"Boston Pencil Sharpener, Water Color",0.1,$53.00,$2.00,2,Office Supplies,Art
BN-2011-315660,"Stanley Markers, Blue",0.1,$80.00,-$1.00,4,Office Supplies,Art
AZ-2011-831255,"Acco 3-Hole Punch, Recycled",0,$152.00,$14.00,5,Office Supplies,Binders
BN-2011-5873722,"Harbour Creations Shipping Labels, 5000 Label Set",0.5,$53.00,-$30.00,9,Office Supplies,Labels
BN-2011-5873722,"Apple Office Telephone, with Caller ID",0.5,$98.00,-$86.00,3,Technology,Phones
AZ-2011-4765625,"Boston Pencil Sharpener, Easy-Erase",0,$60.00,$10.00,2,Office Supplies,Art
AZ-2011-4765625,"Green Bar Note Cards, Multicolor",0,$170.00,$69.00,5,Office Supplies,Paper
AZ-2011-4765625,"Hewlett Fax Machine, Digital",0.15,"$1,630.00",$594.00,6,Technology,Copiers
BN-2011-2010578,"Hon Chairmat, Adjustable",0.5,$87.00,-$45.00,3,Furniture,Chairs
AZ-2011-8742152,"Harbour Creations Chairmat, Black",0.1,$689.00,$84.00,11,Furniture,Chairs
BN-2011-2010578,"OIC Clamps, Assorted Sizes",0.5,$17.00,-$5.00,2,Office Supplies,Fasteners
AZ-2011-8742152,"Avery Binder, Clear",0,$62.00,$6.00,5,Office Supplies,Binders
BN-2011-2010578,"HP Wireless Fax, Laser",0.5,"$1,441.00","-$1,268.00",8,Technology,Copiers
BN-2011-5579284,"Eldon Photo Frame, Black",0.3,$41.00,-$7.00,1,Furniture,Furnishings
AZ-2011-8123773,"Kleencut Ruler, Serrated",0,$82.00,$20.00,8,Office Supplies,Supplies
BN-2011-5662753,"Acco Binding Machine, Recycled",0.5,$180.00,-$90.00,7,Office Supplies,Binders
AZ-2011-2669880,"Rogers Shelving, Single Width",0.1,$112.00,-$3.00,2,Office Supplies,Storage
AZ-2011-2669880,"Brother Wireless Fax, Laser",0,"$1,894.00",$701.00,5,Technology,Copiers
AZ-2011-5788290,"Eaton Note Cards, 8.5 x 11",0,$26.00,$5.00,1,Office Supplies,Paper
BN-2011-3829449,"Avery Shipping Labels, Alphabetical",0,$12.00,$4.00,1,Office Supplies,Labels
BN-2011-3829449,"Eldon Shelving, Single Width",0.1,$392.00,-$44.00,9,Office Supplies,Storage
AZ-2011-3509727,"Belkin Router, Erganomic",0,"$1,796.00",$844.00,7,Technology,Accessories
AZ-2011-9670304,"Avery Binding Machine, Clear",0,$676.00,$81.00,14,Office Supplies,Binders
AZ-2011-9670304,"Fellowes File Cart, Single Width",0.1,$371.00,-$41.00,3,Office Supplies,Storage
AZ-2011-9670304,"Logitech Flash Drive, Bluetooth",0,$31.00,$13.00,1,Technology,Accessories
AZ-2011-9670304,"Brother Ink, Color",0.15,$379.00,$152.00,3,Technology,Copiers
AZ-2011-9670304,"Konica Calculator, Wireless",0.15,$219.00,$82.00,5,Technology,Machines
AZ-2011-4501299,"BIC Sketch Pad, Blue",0,$146.00,$26.00,3,Office Supplies,Art
AZ-2011-4501299,"Acco Index Tab, Durable",0,$9.00,$2.00,1,Office Supplies,Binders
AZ-2011-1930058,"Sanford Markers, Easy-Erase",0,$71.00,$1.00,3,Office Supplies,Art
AZ-2011-9996962,"Eaton Note Cards, 8.5 x 11",0,$26.00,$5.00,1,Office Supplies,Paper
AZ-2011-6683192,"Jiffy Clasp Envelope, with clear poly window",0,$36.00,$10.00,3,Office Supplies,Envelopes
AZ-2011-6683192,"Harbour Creations Shipping Labels, 5000 Label Set",0,$36.00,$8.00,3,Office Supplies,Labels
AZ-2011-6683192,"Panasonic Receipt Printer, Red",0,$354.00,$174.00,3,Technology,Machines
AZ-2011-2030946,"Cuisinart Toaster, Red",0.1,$144.00,$35.00,3,Office Supplies,Appliances
AZ-2011-2030946,"Rogers Box, Wire Frame",0.1,$41.00,$1.00,2,Office Supplies,Storage
AZ-2011-2079755,"Safco Floating Shelf Set, Pine",0,$990.00,$149.00,5,Furniture,Bookcases
AZ-2011-2079755,"Advantus Staples, Assorted Sizes",0,$17.00,$7.00,2,Office Supplies,Fasteners
AZ-2011-9711046,"Advantus Rubber Bands, Assorted Sizes",0,$42.00,$9.00,3,Office Supplies,Fasteners
AZ-2011-1328316,"Boston Pens, Fluorescent",0,$46.00,$8.00,3,Office Supplies,Art
AZ-2011-7213764,"Wilson Jones Binder, Recycled",0,$120.00,$46.00,9,Office Supplies,Binders
AZ-2011-7213764,"Stockwell Rubber Bands, Bulk Pack",0,$113.00,$19.00,7,Office Supplies,Fasteners
AZ-2011-1328316,"Apple Smart Phone, Cordless",0,$636.00,$140.00,1,Technology,Phones
AZ-2011-9983326,"Avery Binder, Durable",0,$29.00,$1.00,2,Office Supplies,Binders
AZ-2011-9983326,"Cisco Office Telephone, VoIP",0.4,$48.00,$1.00,1,Technology,Phones
AZ-2011-9983326,"Nokia Signal Booster, VoIP",0.4,$246.00,-$49.00,3,Technology,Phones
AZ-2011-2905039,"Hon Executive Leather Armchair, Black",0.1,"$1,234.00",$370.00,3,Furniture,Chairs
AZ-2011-9008538,"Wilson Jones 3-Hole Punch, Economy",0,$28.00,$9.00,1,Office Supplies,Binders
AZ-2011-7687877,"Stanley Markers, Fluorescent",0.1,$106.00,$28.00,5,Office Supplies,Art
AZ-2011-144325,"Deflect-O Photo Frame, Black",0,$156.00,$34.00,3,Furniture,Furnishings
AZ-2011-2892090,"Tenex File Cart, Single Width",0,$135.00,$63.00,1,Office Supplies,Storage
AZ-2011-2892090,"Brother Fax and Copier, Laser",0,$191.00,$48.00,1,Technology,Copiers
AZ-2011-297789,"BIC Markers, Water Color",0,$59.00,$21.00,2,Office Supplies,Art
AZ-2011-297789,"Eldon Folders, Single Width",0.1,$46.00,$19.00,3,Office Supplies,Storage
BN-2011-3654306,"Bush 3-Shelf Cabinet, Metal",0.1,$257.00,$54.00,2,Furniture,Bookcases
BN-2011-3654306,"Dania Classic Bookcase, Mobile",0.1,$744.00,$66.00,2,Furniture,Bookcases
BN-2011-3654306,"Rogers File Cart, Blue",0.1,$253.00,-$25.00,2,Office Supplies,Storage
BN-2011-3654306,"Apple Signal Booster, Full Size",0,$276.00,$14.00,2,Technology,Phones
AZ-2011-5009632,"Acco Index Tab, Economy",0,$50.00,$23.00,5,Office Supplies,Binders
AZ-2011-5009632,"Cardinal Binder, Durable",0,$46.00,$2.00,3,Office Supplies,Binders
AZ-2011-5009632,"Hon Color Coded Labels, 5000 Label Set",0,$40.00,$0.00,3,Office Supplies,Labels
AZ-2011-8245903,"Harbour Creations Executive Leather Armchair, Red",0.1,$428.00,$138.00,1,Furniture,Chairs
AZ-2011-8245903,"Acco Binder, Durable",0,$50.00,$14.00,3,Office Supplies,Binders
AZ-2011-8245903,"Avery Index Tab, Clear",0,$13.00,$0.00,2,Office Supplies,Binders
AZ-2011-8245903,"Advantus Clamps, 12 Pack",0,$112.00,$18.00,6,Office Supplies,Fasteners
AZ-2011-8245903,"Enermax Computer Printout Paper, Premium",0,$142.00,$68.00,5,Office Supplies,Paper
AZ-2011-8245903,"Eldon Shelving, Wire Frame",0.1,$256.00,-$6.00,6,Office Supplies,Storage
AZ-2011-8245903,"Motorola Audio Dock, with Caller ID",0.15,$295.00,$83.00,2,Technology,Phones
AZ-2011-7077665,"Bush Stackable Bookrack, Pine",0,$874.00,$341.00,7,Furniture,Bookcases
AZ-2011-7077665,"Avery Binder Covers, Clear",0,$11.00,$2.00,1,Office Supplies,Binders
AZ-2011-9732880,"Sauder 3-Shelf Cabinet, Mobile",0.1,$305.00,$105.00,2,Furniture,Bookcases
AZ-2011-9732880,"Hoover Microwave, Black",0.1,$555.00,$0.00,2,Office Supplies,Appliances
AZ-2011-9732880,"BIC Highlighters, Easy-Erase",0.1,$52.00,$7.00,3,Office Supplies,Art
AZ-2011-9732880,"Avery Binder Covers, Durable",0.1,$34.00,$1.00,3,Office Supplies,Binders
AZ-2011-9732880,"Stockwell Thumb Tacks, 12 Pack",0.1,$34.00,$8.00,3,Office Supplies,Fasteners
AZ-2011-9732880,"Eaton Message Books, 8.5 x 11",0.1,$67.00,$25.00,3,Office Supplies,Paper
BN-2011-9080680,"Sauder Corner Shelving, Traditional",0.1,$398.00,-$13.00,3,Furniture,Bookcases
AZ-2011-6561347,"BIC Pencil Sharpener, Easy-Erase",0,$117.00,$6.00,4,Office Supplies,Art
BN-2011-7943667,"Nokia Office Telephone, with Caller ID",0.15,$443.00,-$58.00,8,Technology,Phones
AZ-2011-6142647,"Boston Markers, Fluorescent",0,$28.00,$4.00,1,Office Supplies,Art
AZ-2011-8806181,"Acco Index Tab, Durable",0,$27.00,$6.00,3,Office Supplies,Binders
AZ-2011-8806181,"Wilson Jones 3-Hole Punch, Recycled",0,$142.00,$42.00,5,Office Supplies,Binders
BN-2011-7263458,"Apple Signal Booster, VoIP",0.15,$349.00,-$21.00,3,Technology,Phones
BN-2011-473171,"SAFCO Steel Folding Chair, Set of Two",0.6,$211.00,-$90.00,6,Furniture,Chairs
BN-2011-3210796,"Barricks Conference Table, Fully Assembled",0.6,$727.00,-$400.00,2,Furniture,Tables
BN-2011-3742620,"Fellowes File Cart, Industrial",0.4,$248.00,-$112.00,3,Office Supplies,Storage
BN-2011-4097137,"Dania Classic Bookcase, Traditional",0.5,$411.00,-$58.00,2,Furniture,Bookcases
BN-2011-4097137,"Deflect-O Photo Frame, Durable",0.5,$122.00,-$88.00,5,Furniture,Furnishings
BN-2011-4097137,"Deflect-O Stacking Tray, Erganomic",0.5,$60.00,-$26.00,5,Furniture,Furnishings
BN-2011-4438698,"Barricks Conference Table, Fully Assembled",0.5,"$1,363.00",-$327.00,3,Furniture,Tables
BN-2011-4097137,"KitchenAid Stove, Red",0.5,$855.00,-$376.00,3,Office Supplies,Appliances
BN-2011-4097137,"Boston Sketch Pad, Blue",0.5,$122.00,-$17.00,5,Office Supplies,Art
BN-2011-4097137,"Stanley Highlighters, Blue",0.5,$37.00,-$22.00,5,Office Supplies,Art
BN-2011-4097137,"Wilson Jones Index Tab, Recycled",0.5,$7.00,-$3.00,2,Office Supplies,Binders
BN-2011-4438698,"Binney & Smith Sketch Pad, Fluorescent",0,$285.00,$14.00,6,Office Supplies,Art
BN-2011-4438698,"Fellowes Trays, Blue",0.4,$344.00,-$190.00,10,Office Supplies,Storage
BN-2011-4328697,"Rubbermaid Photo Frame, Erganomic",0,$101.00,$31.00,2,Furniture,Furnishings
BN-2011-4328697,"Jiffy Clasp Envelope, Recycled",0,$29.00,$14.00,4,Office Supplies,Envelopes
BN-2011-2470191,"Accos Staples, 12 Pack",0.5,$10.00,-$6.00,2,Office Supplies,Fasteners
BN-2011-2470191,"Rogers Shelving, Wire Frame",0.5,$122.00,-$47.00,4,Office Supplies,Storage
BN-2011-4328697,"Brother Fax and Copier, Digital",0.15,$325.00,-$4.00,2,Technology,Copiers
BN-2011-5636693,"StarTech Card Printer, Red",0.15,$956.00,-$45.00,7,Technology,Machines
BN-2011-5636693,"Samsung Signal Booster, with Caller ID",0.15,$232.00,-$41.00,2,Technology,Phones
AZ-2011-7779959,"Safco Classic Bookcase, Mobile",0.1,"$1,983.00",$617.00,5,Furniture,Bookcases
AZ-2011-6123217,"Harbour Creations Swivel Stool, Set of Two",0,$547.00,$159.00,3,Furniture,Chairs
AZ-2011-7779959,"Avery Index Tab, Durable",0.1,$24.00,$4.00,4,Office Supplies,Binders
AZ-2011-6377121,"Rogers Folders, Industrial",0.1,$168.00,$7.00,6,Office Supplies,Storage
AZ-2011-8128467,"Ibico Binding Machine, Recycled",0,$104.00,$19.00,2,Office Supplies,Binders
AZ-2011-8128467,"Fellowes File Cart, Wire Frame",0.1,$736.00,$90.00,6,Office Supplies,Storage
AZ-2011-8128467,"Cisco Smart Phone, with Caller ID",0.15,"$1,112.00",$379.00,2,Technology,Phones
AZ-2011-7080428,"Belkin Memory Card, Erganomic",0,$113.00,$56.00,1,Technology,Accessories
AZ-2011-8335226,"Eldon Light Bulb, Black",0.1,$68.00,$21.00,3,Furniture,Furnishings
AZ-2011-8335226,"Stanley Canvas, Water Color",0.1,$95.00,$36.00,2,Office Supplies,Art
AZ-2011-8335226,"Tenex Lockers, Wire Frame",0.2,$488.00,$67.00,3,Office Supplies,Storage
AZ-2011-8335226,"Enermax Numeric Keypad, Bluetooth",0.1,$104.00,$15.00,2,Technology,Accessories
AZ-2011-8335226,"Okidata Calculator, White",0.1,$228.00,-$20.00,5,Technology,Machines
AZ-2011-2792664,"HP Fax Machine, Digital",0,$599.00,$0.00,2,Technology,Copiers
AZ-2011-6604383,"Tenex Lockers, Single Width",0,$613.00,$37.00,3,Office Supplies,Storage
BN-2011-493079,"Novimex Rocking Chair, Adjustable",0.5,$469.00,-$103.00,7,Furniture,Chairs
BN-2011-493079,"Boston Canvas, Water Color",0.5,$57.00,-$40.00,2,Office Supplies,Art
BN-2011-493079,"Tenex Shelving, Industrial",0.5,$55.00,-$34.00,2,Office Supplies,Storage
AZ-2011-1315772,"Avery Index Tab, Durable",0,$13.00,$3.00,2,Office Supplies,Binders
AZ-2011-1315772,"Fellowes Lockers, Industrial",0.1,$748.00,$283.00,4,Office Supplies,Storage
AZ-2011-5720864,"Wilson Jones Index Tab, Recycled",0,$41.00,$11.00,6,Office Supplies,Binders
AZ-2011-5720864,"Stockwell Rubber Bands, Metal",0,$117.00,$56.00,7,Office Supplies,Fasteners
AZ-2011-1315772,"Panasonic Printer, Durable",0,$800.00,$168.00,3,Technology,Machines
AZ-2011-1315772,"Nokia Smart Phone, Full Size",0,"$1,908.00",$820.00,3,Technology,Phones
AZ-2011-5720864,"Memorex Memory Card, Bluetooth",0,$716.00,$150.00,7,Technology,Accessories
AZ-2011-7176168,"Cardinal Index Tab, Economy",0,$18.00,$8.00,2,Office Supplies,Binders
BN-2011-3962140,"Cameo Clasp Envelope, with clear poly window",0.5,$13.00,-$4.00,2,Office Supplies,Envelopes
AZ-2011-6760420,"Safco 3-Shelf Cabinet, Mobile",0,"$1,542.00",$200.00,9,Furniture,Bookcases
AZ-2011-6760420,"Office Star Executive Leather Armchair, Adjustable",0,"$1,395.00",$572.00,3,Furniture,Chairs
AZ-2011-6760420,"Rogers Shelving, Wire Frame",0,$184.00,$57.00,3,Office Supplies,Storage
AZ-2011-6760420,"Stiletto Ruler, High Speed",0,$179.00,$23.00,12,Office Supplies,Supplies
AZ-2011-3096034,"Novimex Removable Labels, Adjustable",0,$41.00,$4.00,4,Office Supplies,Labels
AZ-2011-3096034,"Memorex Numeric Keypad, Bluetooth",0,$91.00,$35.00,2,Technology,Accessories
AZ-2011-8737,"Stanley Canvas, Easy-Erase",0,$99.00,$24.00,2,Office Supplies,Art
AZ-2011-8737,"Rogers Box, Wire Frame",0.1,$83.00,$2.00,4,Office Supplies,Storage
AZ-2011-8949674,"Sauder Floating Shelf Set, Pine",0.1,$705.00,$102.00,4,Furniture,Bookcases
AZ-2011-8949674,"Office Star Rocking Chair, Red",0.1,$380.00,$131.00,3,Furniture,Chairs
AZ-2011-9121322,"Avery Binder, Economy",0,$26.00,$10.00,2,Office Supplies,Binders
AZ-2011-9121322,"Cameo Interoffice Envelope, Recycled",0,$185.00,$78.00,4,Office Supplies,Envelopes
BN-2011-7621077,"BIC Highlighters, Blue",0.5,$19.00,-$4.00,2,Office Supplies,Art
AZ-2011-1976919,"Avery Binding Machine, Clear",0,$97.00,$12.00,2,Office Supplies,Binders
AZ-2011-9121322,"StarTech Calculator, White",0.15,$130.00,-$20.00,4,Technology,Machines
AZ-2011-3989901,"Acco Index Tab, Clear",0,$40.00,$17.00,5,Office Supplies,Binders
AZ-2011-658574,"Boston Markers, Fluorescent",0,$55.00,$8.00,2,Office Supplies,Art
AZ-2011-658574,"Hon Round Labels, 5000 Label Set",0,$42.00,$14.00,6,Office Supplies,Labels
AZ-2011-4735956,"Smead Trays, Industrial",0.1,$88.00,$22.00,2,Office Supplies,Storage
AZ-2011-7159551,"Sanford Canvas, Water Color",0,$107.00,$0.00,2,Office Supplies,Art
AZ-2011-7159551,"Green Bar Memo Slips, Recycled",0,$51.00,$9.00,3,Office Supplies,Paper
AZ-2011-4460165,"BIC Highlighters, Easy-Erase",0,$38.00,$9.00,2,Office Supplies,Art
BN-2011-383161,"Wilson Jones Index Tab, Economy",0,$32.00,$8.00,5,Office Supplies,Binders
BN-2011-383161,"Smead Lockers, Wire Frame",0.1,"$1,244.00",-$14.00,7,Office Supplies,Storage
BN-2011-8948847,"Ames Peel and Seal, Set of 50",0.5,$47.00,-$4.00,5,Office Supplies,Envelopes
BN-2011-8948847,"Accos Paper Clips, Assorted Sizes",0.5,$6.00,-$6.00,1,Office Supplies,Fasteners
BN-2011-8948847,"Cisco Office Telephone, with Caller ID",0.5,$80.00,-$60.00,2,Technology,Phones
BN-2011-8948847,"Nokia Office Telephone, Full Size",0.5,$166.00,-$83.00,5,Technology,Phones
AZ-2011-7783675,"Sanford Canvas, Fluorescent",0,$155.00,$57.00,3,Office Supplies,Art
AZ-2011-7783675,"Ibico Binder Covers, Economy",0,$137.00,$19.00,10,Office Supplies,Binders
AZ-2011-7783675,"Harbour Creations Color Coded Labels, Adjustable",0,$32.00,$5.00,3,Office Supplies,Labels
AZ-2011-7647834,"Green Bar Parchment Paper, Recycled",0,$166.00,$76.00,10,Office Supplies,Paper
BN-2011-4899110,"Samsung Headset, with Caller ID",0.1,$132.00,-$7.00,2,Technology,Phones
AZ-2011-8155253,"Eldon Light Bulb, Durable",0,$67.00,$29.00,3,Furniture,Furnishings
AZ-2011-8155253,"Avery Shipping Labels, Adjustable",0,$68.00,$22.00,7,Office Supplies,Labels
AZ-2011-8155253,"Eaton Memo Slips, Recycled",0,$96.00,$20.00,7,Office Supplies,Paper
AZ-2011-8155253,"Fellowes File Cart, Industrial",0.1,$868.00,$29.00,7,Office Supplies,Storage
BN-2011-8172607,"SanDisk Router, Bluetooth",0.5,$897.00,-$198.00,7,Technology,Accessories
BN-2011-8172607,"Epson Receipt Printer, Wireless",0.5,$117.00,-$61.00,2,Technology,Machines
BN-2011-8172607,"Cisco Smart Phone, with Caller ID",0.5,$981.00,-$118.00,3,Technology,Phones
AZ-2011-8510218,"Ibico Index Tab, Economy",0,$42.00,$14.00,4,Office Supplies,Binders
BN-2011-6008282,"Novimex Executive Leather Armchair, Red",0.5,"$1,381.00",-$414.00,6,Furniture,Chairs
AZ-2011-9652940,"Bush Stackable Bookrack, Traditional",0,$246.00,$61.00,2,Furniture,Bookcases
AZ-2011-1406494,"Harbour Creations Color Coded Labels, Laser Printer Compatible",0,$39.00,$8.00,3,Office Supplies,Labels
AZ-2011-1406494,"Cisco Audio Dock, VoIP",0,$364.00,$142.00,2,Technology,Phones
BN-2011-3231719,"Chromcraft Computer Table, Adjustable Height",0,"$3,119.00","$1,528.00",7,Furniture,Tables
AZ-2011-8129966,"Sanford Highlighters, Water Color",0,$38.00,$14.00,2,Office Supplies,Art
AZ-2011-8129966,"Elite Trimmer, Serrated",0,$192.00,$90.00,5,Office Supplies,Supplies
AZ-2011-8557456,"BIC Pens, Blue",0,$14.00,$2.00,1,Office Supplies,Art
AZ-2011-8557456,"Smead Lockers, Single Width",0.1,$714.00,$278.00,4,Office Supplies,Storage
BN-2011-3231719,"HP Fax and Copier, Digital",0,"$1,553.00",$776.00,9,Technology,Copiers
AZ-2011-3485437,"Wilson Jones Binder Covers, Clear",0,$21.00,$5.00,2,Office Supplies,Binders
AZ-2011-3485437,"Eaton Message Books, Multicolor",0,$88.00,$40.00,4,Office Supplies,Paper
AZ-2011-3485437,"Elite Trimmer, Easy Grip",0,$87.00,$41.00,2,Office Supplies,Supplies
BN-2011-1934094,"Nokia Headset, Cordless",0.4,$182.00,-$55.00,4,Technology,Phones
AZ-2011-4342621,"Binney & Smith Pencil Sharpener, Easy-Erase",0,$56.00,$6.00,2,Office Supplies,Art
AZ-2011-4342621,"Avery Binder, Economy",0,$52.00,$20.00,4,Office Supplies,Binders
AZ-2011-4342621,"Cardinal Hole Reinforcements, Recycled",0,$51.00,$21.00,9,Office Supplies,Binders
AZ-2011-4342621,"Wilson Jones Binding Machine, Economy",0,$98.00,$35.00,2,Office Supplies,Binders
AZ-2011-4342621,"Fellowes Folders, Single Width",0,$79.00,$32.00,3,Office Supplies,Storage
AZ-2011-4342621,"Kleencut Scissors, High Speed",0,$89.00,$28.00,4,Office Supplies,Supplies
AZ-2011-4342621,"Canon Personal Copier, High-Speed",0,$282.00,$76.00,2,Technology,Copiers
BN-2011-4542382,"BIC Pencil Sharpener, Water Color",0,$97.00,$37.00,3,Office Supplies,Art
BN-2011-4542382,"Acco Binding Machine, Durable",0,$263.00,$63.00,5,Office Supplies,Binders
BN-2011-4542382,"Stockwell Thumb Tacks, Metal",0,$53.00,$18.00,4,Office Supplies,Fasteners
BN-2011-4542382,"Smead File Cart, Single Width",0.1,$812.00,-$27.00,7,Office Supplies,Storage
BN-2011-4542382,"Cisco Office Telephone, VoIP",0.15,$274.00,$84.00,4,Technology,Phones
BN-2011-7459578,"Cisco Speaker Phone, with Caller ID",0.5,$208.00,-$191.00,3,Technology,Phones
AZ-2011-8820375,"Sanford Highlighters, Water Color",0.1,$17.00,$5.00,1,Office Supplies,Art
AZ-2011-8820375,"Apple Office Telephone, Cordless",0.1,$184.00,$82.00,3,Technology,Phones
BN-2011-6627390,"Safco Classic Bookcase, Traditional",0.5,"$1,314.00",-$631.00,6,Furniture,Bookcases
AZ-2011-6705309,"Bush Classic Bookcase, Metal",0,"$1,236.00",$420.00,3,Furniture,Bookcases
AZ-2011-340357,"Avery Shipping Labels, 5000 Label Set",0,$37.00,$14.00,3,Office Supplies,Labels
AZ-2011-340357,"Hon File Folder Labels, Laser Printer Compatible",0,$69.00,$8.00,8,Office Supplies,Labels
BN-2011-6627390,"Stanley Highlighters, Easy-Erase",0.5,$15.00,-$4.00,2,Office Supplies,Art
AZ-2011-6705309,"Sanford Sketch Pad, Fluorescent",0,$234.00,$110.00,5,Office Supplies,Art
AZ-2011-6705309,"Avery 3-Hole Punch, Clear",0,$137.00,$18.00,5,Office Supplies,Binders
AZ-2011-6705309,"Avery 3-Hole Punch, Recycled",0,$198.00,$0.00,7,Office Supplies,Binders
AZ-2011-6587022,"Hon Rocking Chair, Adjustable",0.1,$479.00,$202.00,4,Furniture,Chairs
AZ-2011-6587022,"Wilson Jones 3-Hole Punch, Recycled",0,$57.00,$17.00,2,Office Supplies,Binders
AZ-2011-2437108,"Binney & Smith Pens, Blue",0,$24.00,$10.00,2,Office Supplies,Art
AZ-2011-2437108,"Fellowes Trays, Industrial",0.1,$104.00,$16.00,2,Office Supplies,Storage
BN-2011-8019925,"Sharp Fax and Copier, High-Speed",0.15,$284.00,-$10.00,2,Technology,Copiers
AZ-2011-583228,"Acme Trimmer, Steel",0,$88.00,$19.00,2,Office Supplies,Supplies
AZ-2011-9882660,"Stockwell Thumb Tacks, Assorted Sizes",0,$42.00,$12.00,4,Office Supplies,Fasteners
AZ-2011-2099050,"Boston Pens, Fluorescent",0,$46.00,$8.00,3,Office Supplies,Art
AZ-2011-2099050,"Enermax Memo Slips, Recycled",0,$31.00,$6.00,2,Office Supplies,Paper
